Chick ID,X-Coordinate,Y-Coordinate,Frame Number
a,278.29059829059827,157.94871794871793,3
a,278.29059829059827,157.94871794871793,33
a,278.29059829059827,157.94871794871793,63
a,278.29059829059827,157.94871794871793,93
a,278.29059829059827,157.94871794871793,123
a,278.29059829059827,157.94871794871793,153
